Country_Code,Year,CO2_Emissions,GDP_Per_Capita,Renewable_Energy_Pct_x,Urbanization_Pct_x,GDP,Renewable_Energy_Pct_y,Urbanization_Pct_y
AFG,2018,10191504.0,22165.30591346367,37.72017824576387,61.71213893326397,20323499020.3639,18.3,24.9991645191406
AFG,2019,10400110.0,15270.227869704053,80.1840168452806,53.629028170691335,21118473702.3471,18.9,25.1437258839803
AFG,2020,11118626.0,30980.791841396593,43.45309633044954,14.096507935226326,20621957125.2077,18.2,25.2622103446137
ALB,2000,3024926.0,18480.913007985873,38.60509356518358,50.05879249153587,6153077235.62289,41.4,41.6135829609314
ALB,2001,3220656.0,14765.790974681657,96.67061400184606,46.475694861492904,6698469429.12028,39.0,42.354513990929
ALB,2002,3748272.0,27592.108074754175,69.71662542903503,37.55424369737506,7008501111.79519,35.8,43.1520419609419
ALB,2003,4303499.0,7905.28702376337,8.322306620807229,65.49930389586629,7382282996.75923,33.7,44.0295089223208
ALB,2004,4176684.0,40307.65205694795,86.29596233130185,70.76494671311266,7771053341.65332,35.8,44.9784925669394
ALB,2005,4261413.0,4652.9815403087705,48.05599408362681,78.23871752241092,8169772250.74253,36.8,45.9937666920583
ALB,2006,3910715.0,49357.459893425344,6.875390642248746,87.82852837682742,8661509309.89701,31.6,47.0701050949378
ALB,2007,4003596.8,38839.99369553621,54.971725516331105,31.332495370600355,9224515436.60112,32.0,48.2022815728384
ALB,2008,4448339.0,10737.068395174449,41.716427897570206,67.28747859919693,9861658465.33864,35.8,49.3850699230207
ALB,2009,4369912.0,1270.5837390565175,87.7749404862625,41.54065883965962,10127011190.7491,37.1,50.6132439427449
ALB,2010,4816841.0,40957.609994286875,20.399460360938736,64.16655775608865,10428102872.2706,37.0,51.8815774292716
ALB,2011,5175444.0,35636.00984853324,82.6464609492183,48.07853522793763,10685000942.5337,35.8,53.2917382892465
ALB,2012,4930006.0,36721.351234008376,55.768869118545275,89.50184822143453,10790155229.5092,39.9,53.8637553661449
ALB,2013,5346089.0,38792.24698761134,5.461030321346905,68.31217086326,10974367815.094,41.1,54.2979678058548
ALB,2014,6072489.0,4628.187934970428,97.18453013254846,86.19930403474596,11220218560.8998,38.6,54.7325813178673
ALB,2015,4712144.0,18564.82069866936,51.26152441031999,76.79756395849486,11470171826.9575,38.5,55.1579291374894
ALB,2016,4555035.0,6677.583916731356,29.08768542315825,82.23208089306968,11918533446.9749,39.4,55.5738734464276
ALB,2017,5343792.0,43292.06786790408,46.94068419892581,75.153535777174,12309839868.7084,36.9,55.980276426546
ALB,2018,5194860.0,31541.60821455034,85.7857783517489,46.73273043007291,12761785703.1071,37.8,56.377000259892
ALB,2019,4940528.0,17214.00321777981,30.49031243850635,30.14307626775075,13025007474.8895,40.1,56.7639071287255
ALB,2020,4865033.0,4114.359164015158,19.26763964867003,39.625614036041775,12593390460.142,44.4,57.1408592155544
DZA,2000,84552456.0,16238.133764067448,12.907124693088146,11.618898611196036,109811551032.426,0.4,59.8521239445692
DZA,2001,86019190.0,16933.982779310605,29.785939839021125,51.91945339717337,113105897561.895,0.4,60.6177172788536
DZA,2002,89658400.0,36750.70273856514,78.00480870400435,50.4046240216327,119213616030.237,0.5,61.3812658601162
DZA,2003,94077930.0,32240.316096405444,47.16263651952617,52.020037186439055,126962501072.943,0.5,62.1427907986812
DZA,2004,90852530.0,44473.42438624,22.748160369353997,87.9224979977651,132675813620.929,0.4,62.9023132048725
DZA,2005,109564424.0,24138.531332935516,16.61849996097492,82.91632027638714,139840307556.055,0.6,63.6598541890144
DZA,2006,103797760.0,6860.118050976784,33.27294765103791,22.93702226640864,143895676473.864,0.4,64.4154348614309
DZA,2007,107548696.0,35948.99457392676,93.99243728857088,39.51060172447114,148356442446.405,0.4,65.1690763324461
DZA,2008,108596090.0,38278.46738222797,34.30267125900244,43.916494357060955,152065353506.518,0.3,65.901485871159
DZA,2009,116327976.0,28502.582680905314,98.81240759546354,38.84263342813182,153890137748.132,0.3,66.5097384559521
DZA,2010,117847360.0,38777.39181777349,48.523045576535615,73.87967708831304,161276864361.482,0.3,67.1235057867459
DZA,2011,124715240.0,25195.984221855146,17.916391829015087,51.923013589406956,166115170291.39,0.2,67.7344007507578
DZA,2012,135593460.0,26613.90863971771,89.11400917935094,55.767985357730005,170101934378.955,0.2,68.3421258553675
DZA,2013,141534270.0,21949.509899568933,46.03553731348269,78.24108471903403,174524584673.849,0.1,68.9463836079277
DZA,2014,152434660.0,2245.537210460664,70.96713435045244,74.47425227322869,181680092643.147,0.1,69.5468765157615
DZA,2015,160321620.0,6286.679922671918,98.37115832091517,20.576921825623977,187493855609.345,0.1,70.1433070861612
DZA,2016,158308320.0,2540.0300986499783,5.0175350319974,67.11316672669074,194806115978.439,0.1,70.7353778263851
DZA,2017,165251630.0,32184.11015192524,9.669455978756714,44.83489031216284,197728207716.082,0.1,71.3227912436551
DZA,2018,174461180.0,16403.443072740007,72.04567414627562,33.571912245000036,200496402625.853,0.2,71.905249845153
DZA,2019,182425000.0,25919.963867070437,28.1825003295472,14.001505672174908,202300870247.92,0.2,72.4824561380175
DZA,2020,171138530.0,45470.75722237856,18.430139695009906,48.97996482763608,192185826737.373,0.1,73.0541126293395
AND,2000,523952.0,13215.319228294873,3.9361879819729495,38.43493445796251,2240767147.05822,14.5,92.2559356689453
AND,2001,523952.0,21108.76322874586,2.1846711986201806,30.121043174112067,2422703047.4382,15.4,91.8949711110146
AND,2002,531280.0,38022.005788609385,77.4485603119791,65.5737383677566,2532847903.3358,15.8,91.4605308311615
AND,2003,534944.0,12211.1101090895,13.443342736955,71.55883098524697,2753058859.8714,16.5,90.9887515425879
AND,2004,564256.0,4772.015581610856,46.77206159711509,29.583161522353983,2977038818.11546,16.6,90.5157699584961
AND,2005,578912.0,15197.821192774632,60.5896815179483,13.95579493434778,3137733299.91171,16.6,89.9563631945418
AND,2006,545936.0,8899.843075446217,42.835180056884624,77.9002160452188,3288617126.51463,17.6,89.3789218918348
AND,2007,538608.0,46555.18496478608,2.7106652336233106,10.796779296344265,3339695537.72761,16.6,89.0500030517578
AND,2008,538608.0,40597.89859865643,78.35015025879089,84.96899951371776,3154035638.64466,17.0,88.9407363930477
AND,2009,516623.97,32036.78406901075,1.0513224541653488,60.20958991861647,2986781968.80057,17.1,88.84433315185
AND,2010,516623.97,43701.568919198166,76.1889894377484,35.74773081610562,2927794279.37554,18.7,88.7604726056609
AND,2011,490976.0,40379.93176805661,89.33044937881228,29.718232766138897,2927558013.5968,18.6,88.6888340319763
AND,2012,487312.0,10141.932885415756,43.28399210571723,10.72045314115802,2781928287.88297,18.8,88.6290967082924
AND,2013,476320.0,44735.39092600891,53.554247309779825,28.837713360870172,2683236696.87851,19.1,88.5809399121053
AND,2014,461664.0,27427.769853866885,47.698339261765376,21.01826412137129,2750437434.80254,19.4,88.544042920911
AND,2015,465328.0,40564.56760303907,38.920861862343884,58.97329765785165,2789882569.1005,19.0,88.5180850122057
AND,2016,472656.0,44908.47369625117,88.74245353703603,23.323647087504106,2893378230.93931,18.9,88.5027454634853
AND,2017,472656.0,16582.17027362133,89.39335106699905,52.29038700292954,2903391399.65727,18.0,88.4977035522461
AND,2018,498304.0,6392.544301856161,33.581636464153455,57.20931378755766,2949519480.26811,17.6,88.5080998493791
AND,2019,490976.0,12168.822964555142,61.5069754014698,33.84333586775316,3008968450.49925,17.2,88.5391793666245
AND,2020,377392.0,21928.28164268656,92.69075621458641,12.805195921497496,2672447226.31612,20.9,88.5907780427517
AGO,2000,15995108.0,41082.723530202165,96.20584989413516,12.980310449135688,35182758019.6959,73.8,50.5070653484197
AGO,2001,15908461.0,43175.798579560826,50.895904042204755,12.107786575513408,36662544314.034,72.8,51.7224790407329
AGO,2002,16080002.0,1340.6543960283445,45.28248052843268,69.1299733709237,41672733511.8008,70.8,52.8926234794038
AGO,2003,17484428.0,26026.61782630072,27.869431592852578,35.44077638514385,43125991915.3832,65.6,54.0043545370761
AGO,2004,17015688.0,21453.13915429017,95.887187319041,73.70401487741309,48050921277.9001,62.3,55.0445280863936
AGO,2005,15386819.0,11883.282713065782,14.281430447286736,44.538625907427935,54852422288.0144,68.9,56.0
AGO,2006,17144838.0,6873.402999350457,57.9829576047725,46.23984806639711,61347946235.7733,62.6,56.8939032662772
AGO,2007,17587936.0,17543.14339877777,28.255026751863888,51.0306082007659,69324828859.446,58.9,57.7564632930133
AGO,2008,18750156.0,47202.57549171344,27.90082903477966,67.04251651000831,76802645840.5628,55.4,58.5851745819614
AGO,2009,20668332.0,16836.943669017004,40.496858737618844,31.880229266376567,78335311067.8479,53.0,59.3775316348744
AGO,2010,22983320.0,26420.74046542494,99.87929358156545,19.726987962682152,82482120582.925,53.1,60.1310289535053
AGO,2011,23397032.0,35447.92898586371,5.4966306839822066,54.484586815316916,85446420441.9715,51.7,60.8431610396073
AGO,2012,25940960.0,18817.850516585404,57.85418182035315,36.158209859419145,92712034533.3955,49.0,61.5114223949332
AGO,2013,25709742.0,48617.32205332707,8.257215803527718,45.39930509344299,97239220009.2494,46.8,62.1333075212361
AGO,2014,26092148.0,48159.91745216345,15.452082999051896,61.75573666698443,101766409287.849,47.5,62.723115793241
AGO,2015,27505228.0,13337.332495442844,43.95629417728987,49.53005929130165,102543067840.732,47.1,63.51567832685
AGO,2016,25465634.0,25365.176788726887,51.04601313464413,59.62230536806743,100799291837.039,48.1,64.2992302517989
AGO,2017,23600984.0,15743.037181021713,25.8792408364524,53.53600016909023,100648701499.631,52.5,65.0850525086068
AGO,2018,23278050.0,14957.184224495913,31.645713087441617,69.18370975488793,100050434318.105,52.5,65.8732136723372
AGO,2019,22210076.0,2807.460420372107,8.696702025593305,66.4749294169296,99845650843.2744,51.0,66.6637823180533
AGO,2020,16549341.0,30868.652365014947,30.32197838442505,52.73519134468954,95809443080.1137,60.1,67.4568270208187
ATG,2000,355408.0,12850.762254122132,57.64889031398659,28.48289103576476,1195677311.61138,0.0,32.2326072041227
ATG,2001,373728.0,5562.035622489061,34.206943465755536,13.726395366923327,1141296594.96992,0.0,31.7554348168059
ATG,2002,403040.0,44963.57213971301,80.99787436834724,66.4090517311196,1153020391.45654,0.0,31.2280374899146
ATG,2003,432352.0,45120.48480100319,23.828967055309157,78.02389892574334,1223085251.30795,0.0,30.6003743426951
ATG,2004,450672.0,32021.97140639013,22.43829797997955,44.725686545278435,1293621842.2095,0.0,29.905566716031
ATG,2005,479984.0,17612.459761386333,50.45029240548358,84.28176600339438,1377366902.51519,0.0,29.1737995723752
ATG,2006,516623.97,18111.269156020382,26.084924596208893,57.22392574044797,1552404719.92894,0.0,28.43525787418
ATG,2007,534944.0,36571.82826464173,0.9087034951216322,60.40057083572186,1697014056.19323,0.0,27.7201265838981
ATG,2008,538608.0,44958.402737676275,64.82975272988016,77.6335361360616,1696776362.25323,0.0,27.0585906639822
ATG,2009,556928.0,44467.23478899075,51.1093821472398,33.74401640414711,1493793051.15554,0.0,26.4808350768849
ATG,2010,549600.0,39213.90174702357,44.55178144931612,38.341257706210065,1376672104.84443,0.0,26.0170447850587
ATG,2011,545936.0,32459.5506615601,96.69685146183153,82.47615353557154,1349706641.55924,0.1,25.694689859722
ATG,2012,556928.0,5122.8582847573925,57.11991839629137,82.0770796831011,1395234173.14327,0.1,25.4555618588267
ATG,2013,556928.0,8919.806990636074,86.34315777893845,88.11862209606967,1386849062.30615,0.1,25.2475667667937
ATG,2014,567920.0,45029.15523782688,13.945023620516018,82.14706531533369,1417336052.73314,0.1,25.0899726107741
ATG,2015,578912.0,30715.023923319906,56.92064631294277,20.189762882668873,1437485185.18519,0.4,25.0
ATG,2016,593568.0,1450.6555292148528,86.7979626730903,75.89794289095899,1496714858.20258,0.4,24.9239807471655
ATG,2017,600896.0,5972.105600435573,58.3105757279898,42.78707824876753,1537316639.9839,0.4,24.8500263836871
ATG,2018,615552.0,33511.58668629473,71.80141781270015,89.26410847567503,1640501407.75149,0.7,24.7781432093764
ATG,2019,637536.0,1248.0176084647157,37.20435678122074,47.78247714630409,1692541753.29144,0.7,24.708337524045
ATG,2020,615552.0,8879.594519457434,9.244951703706661,54.30688660017765,1373179832.3414,0.9,24.6406156275043
ARG,2000,143354820.0,27887.95567896272,45.79002951270714,52.38199322054388,395646066535.875,9.8,89.1760271133454
ARG,2001,135003970.0,34902.86468694197,39.44793908388575,35.73896238866222,378202665751.853,11.5,89.3682951289372
ARG,2002,124930110.0,32946.101715627425,86.70601823789474,16.001767111433452,336999433710.193,11.6,89.5616701920513
ARG,2003,134421000.0,11989.196163567429,24.399530235247223,81.65209843215348,366780211148.674,10.8,89.752468256564
ARG,2004,157235150.0,35896.781846029255,96.6734227535108,74.21406500210294,399898899166.738,9.3,89.9397208794212
ARG,2005,161727950.0,12625.205287343204,95.81381198044961,21.162142444773544,435296589745.339,9.6,90.1233737736072
ARG,2006,174341660.0,16944.585209804118,24.76316430714387,72.14146170800583,470325565798.353,9.2,90.3033726521064
ARG,2007,173763580.0,37578.07885078318,34.80519554773205,60.0677332840488,512690850741.56,7.7,90.4796632279031
ARG,2008,187595540.0,32832.01205331352,89.55557408738851,42.73150303340978,533491913656.279,7.7,90.6521912139817
ARG,2009,178378450.0,42611.947114214716,96.66222208961075,30.32169192764502,501917060966.235,8.6,90.8209023233265
ARG,2010,186121300.0,33223.03172271683,44.3439102836044,78.7783026801786,552738161802.463,8.8,90.9930051940977
ARG,2011,189883820.0,28847.121563438108,32.099704564089784,66.01506074352424,585924294024.785,8.8,91.1072286738406
ARG,2012,191714580.0,5590.063623576531,52.6094013251542,53.81919275753095,579910247223.428,8.6,91.2041217246797
ARG,2013,189524850.0,19018.074349912244,68.77692063657348,58.76548271187713,593858966307.156,8.9,91.3014507719473
ARG,2014,188539180.0,13994.916016404546,27.34745153749798,17.28529456657448,578937574935.696,9.8,91.3975345472954
ARG,2015,191808800.0,12955.492525575095,73.64731746190728,47.91358087289535,594749285413.212,9.4,91.4923019108628
ARG,2016,190020500.0,48677.51718286984,5.165735711464103,25.49602342285616,582376550428.09,9.4,91.5856817228217
ARG,2017,187068020.0,20261.78850867126,4.929449276441645,26.67069432070603,598790850843.677,10.4,91.6776028433824
ARG,2018,182483460.0,44710.281203678554,38.628770514554525,62.90431698294934,583118120294.002,10.5,91.7679941327998
ARG,2019,180427660.0,31925.792673865883,35.34731920607206,82.90049214674305,571450737224.442,10.7,91.8567844513802
ARG,2020,164612720.0,39945.75387354077,31.56332153671523,42.300528838267724,514874343768.066,9.8,91.9439026594897
ARM,2000,3491407.0,25629.217562154412,49.101976266891,26.61994184097523,3959424772.65728,7.2,64.959237917436
ARM,2001,3532701.0,29268.290346691596,32.07335823115712,61.899754978932336,4339529550.80371,5.4,64.8228123790872
ARM,2002,3076793.0,25133.366997124333,19.225791846809194,79.69496370802543,4912347451.42022,8.9,64.7396211980252
ARM,2003,3455560.0,10566.906402104181,30.946954908860093,69.86550408979926,5600076094.6952,9.8,64.6663537455064
ARM,2004,3691197.0,36400.153647813764,97.4904272810235,79.50057844292698,6188084084.57212,8.7,64.5972633621116
ARM,2005,4376169.0,14757.845759601934,41.11134169948486,52.92437368086395,7048227772.27278,6.5,64.5334210637509
ARM,2006,4401590.0,2191.4823551412383,44.47127768583358,70.15009954953527,7978593838.17516,7.7,64.4758978663344
ARM,2007,5100210.0,32628.142499451224,57.654498995114004,21.205164748714918,9071661194.12856,7.0,64.4257647857723
ARM,2008,5574790.0,9678.423290945399,98.33407684142266,37.86196922905532,9697605816.5624,6.4,64.3840928379746
ARM,2009,4363500.0,47082.4706332928,24.160127643576303,41.16393315852179,8330243396.35924,7.8,64.3519530388516
ARM,2010,4256414.0,47742.50027312678,68.12821105324338,50.90365969968276,8513508751.09706,9.4,64.3304164043132
ARM,2011,4968878.0,45828.35512080198,71.59846935417241,84.3261088205459,8913643662.28574,8.0,64.3207449145194
ARM,2012,5748252.0,19137.776312516777,60.73244167930659,79.94372481777394,9555426006.05632,6.6,64.3268379506998
ARM,2013,5535127.0,1757.374209914504,8.857833963664408,20.762039383134763,9870755064.25618,6.8,64.3584061131466
ARM,2014,5604113.0,46487.60956679854,67.68722758275764,23.823172150597056,10226102246.6276,7.1,64.4142934233291
ARM,2015,5469204.0,21981.0232675484,6.409471103617548,38.611243967112905,10553337518.414,10.7,64.4929623431549
ARM,2016,5206677.0,48366.08613313981,59.61426495498969,33.25950927125391,10574444193.4325,13.2,64.5928753345316
ARM,2017,5536589.0,48217.37887737339,73.95811772217426,59.181676252500985,11367527508.1135,12.6,64.7124948593667
ARM,2018,5822122.0,42797.46331790064,21.096989061995043,82.2220838211636,11958638938.496,11.1,64.8502833795679
ARM,2019,6284110.0,15427.995711409698,84.1622007542774,86.98332333380694,12867495497.6469,10.3,65.0047033570428
ARM,2020,6795190.0,19869.788701494337,3.0353805533004263,62.28823620281812,11941035821.9185,8.4,65.174217253699
ABW,2000,2377936.0,42705.69690432599,84.3812863658306,77.05273611208693,2545966267.78226,0.2,65.3545497799987
ABW,2001,2407248.0,16529.178252657606,46.032905064276505,52.01617601846377,2652438618.61234,0.2,65.3351137913914
ABW,2002,2436560.0,9305.144587618532,21.75879399316445,26.666155748803178,2627374307.5502,0.2,65.2820691308217
ABW,2003,2561136.0,28283.26186045916,13.3778144993968,51.97507296747819,2656551420.08012,0.2,65.1982922587168
ABW,2004,2616096.0,46871.58393387827,95.33071675823726,54.40660811501209,2850313056.72604,0.2,65.0886533661558
ABW,2005,2715024.0,35105.46003707367,7.266558758115671,69.39660513708452,2839392433.63397,0.2,64.9580226442175
ABW,2006,2711360.0,28932.997334378884,19.909341993592566,27.590639176587928,2871404069.44201,0.2,64.811270283981
ABW,2007,2821280.0,5761.648194767658,34.7822347433046,39.46483056693854,2960117372.63583,0.2,64.6532664765254
ABW,2008,2656400.0,31135.35410825932,62.023484896112045,39.122197537165306,3014457880.39871,0.2,64.4888814129295
ABW,2009,2627088.0,49512.6386551089,54.480108527609836,86.75516765929319,2662437285.4367,0.3,64.3229852842726
ABW,2010,2506176.0,7864.116746589678,12.564349241231398,45.51559682613751,2589660712.61171,5.5,64.1612965549477
ABW,2011,2495184.0,26398.1529658231,28.972798373821462,70.40751738385171,2676912524.28603,5.7,63.9992605838571
ABW,2012,1344688.0,43991.28052446982,23.875177108602408,70.06491050995513,2649051221.82866,6.9,63.8252085199599
ABW,2013,861040.0,37297.66226995602,21.354285449034137,31.24353478425931,2819423912.92302,6.9,63.6382914355326
ABW,2014,872032.0,35153.77130876813,41.1144336479987,55.74957514973857,2859631679.07374,6.9,63.4392531303795
ABW,2015,897680.0,35421.720115368356,70.40314525916568,81.54423146549185,2962906703.91061,6.7,63.2288374043053
ABW,2016,883024.0,18615.066409768002,21.745293221723593,48.01581755655596,2999478909.44476,7.0,63.0077880571142
ABW,2017,890352.0,15386.000368960174,36.66788797029814,85.60940058740368,3104263601.09893,6.8,62.7768488886109
ABW,2018,868368.0,40658.69661844717,39.09174268411623,27.156658345932925,3203987172.7481,8.6,62.5367636985996
ABW,2019,831728.0,40695.55633927986,97.64565294354102,15.932728461922459,3243239612.14075,8.3,62.288276286885
ABW,2020,820736.0,43486.543610425084,95.46663568790689,81.31630985157994,2468170539.29889,9.1,62.0028837566365
AUS,2000,349897630.0,42917.568616539356,45.83634794263062,54.40148193642329,874926744105.928,8.4,85.1071608578257
AUS,2001,357667780.0,35479.23510962116,52.87073198840526,32.977005690188925,892700520464.398,8.4,85.1481094164726
AUS,2002,362424930.0,24234.517625278935,3.4376858351725215,85.21408506408453,927960453450.18,8.7,85.2842102783464
AUS,2003,370784420.0,5793.873871899073,63.89630219732846,70.96573227517806,956646310281.468,7.2,85.4097077818668
AUS,2004,382004900.0,25089.177880724787,8.14472128911592,87.80115857277941,997006658239.536,6.7,85.518767609412
AUS,2005,385081500.0,24200.116768247717,43.50145943402234,13.004485579215164,1028467016034.95,6.7,85.6190871221958
AUS,2006,391372540.0,9486.891625590744,29.265509766740784,32.810654014456695,1056965077770.63,6.8,85.7492544263523
AUS,2007,398896260.0,22258.73081266068,54.54279502117131,25.63380693106792,1097018464974.4,7.0,85.8968519574969
AUS,2008,404279300.0,20526.7319854713,13.341633552320708,10.89236698494644,1136774249983.46,6.8,86.0253816967666
AUS,2009,406977100.0,31176.654804558606,69.16434019733182,29.386058419705712,1158996461663.32,7.1,86.1278139101818
AUS,2010,405025950.0,32119.588892514545,79.50115369284704,64.30207868163431,1184610839239.74,8.2,86.2198600512143
AUS,2011,403874400.0,3219.8964788301814,16.33544497431565,28.487113770765482,1212979128949.21,8.3,86.3268946146423
AUS,2012,405005120.0,19356.01811669709,10.431308735188216,50.72027563860946,1260921781880.75,8.3,86.4451259136625
AUS,2013,397849900.0,31667.135869997583,14.551548278735915,81.02544919719989,1294392358274.42,9.2,86.5740515760243
AUS,2014,392609600.0,25653.6766704243,87.71275618985017,65.50063362792602,1328061960035.21,9.3,86.7221289343356
AUS,2015,400589200.0,42968.00221822779,52.81892617563562,41.57032559248256,1356805839935.9,9.4,86.8778642539361
AUS,2016,409666340.0,33275.98794932831,46.72609960075026,39.79751511296867,1394194533274.64,9.6,87.0166295249235
AUS,2017,413407840.0,8983.786926990055,10.671181910235427,46.45886512067878,1426167740135.16,9.9,87.12809266445
AUS,2018,414780580.0,4457.868622621063,64.95560067569618,24.16331528479251,1467158231105.1,9.8,87.2267680845925
AUS,2019,414925300.0,32478.544632109464,86.799959189509,60.720061393279046,1499347932643.95,10.3,87.3019647888406
AUS,2020,398546900.0,2299.054216539469,82.8185869323453,39.13222552836844,1497345824797.34,11.2,87.2713470458985
AUT,2000,66204024.0,29703.0034823997,62.60547089808013,78.18922794096349,309014800203.266,26.4,66.7690238969566
AUT,2001,70190730.0,47071.281829822925,7.527871665167362,70.52421280462531,313084486481.847,25.5,66.8408161285718
AUT,2002,71988380.0,29198.234715918068,11.239702717601297,58.8410531273728,317731814841.85,24.7,66.8887457136458
AUT,2003,77411930.0,20020.326384119573,4.930898710982468,39.13617781196129,321358930178.288,22.6,66.9263574955092
AUT,2004,77715920.0,32521.122703675304,25.74792164924693,26.79454653387875,329602607297.434,23.2,66.9558612872944
AUT,2005,79095480.0,23454.391634084313,13.566146716037775,72.09214912844983,337250591306.488,24.4,66.9797950654143
AUT,2006,76796200.0,27735.22267648081,26.004804025243388,48.91272791928692,348276446349.075,26.6,67.0006968062814
AUT,2007,74092160.0,47131.775630049735,38.50580557189617,27.9800030541886,361424664731.668,29.0,67.0211044863084
AUT,2008,73466480.0,19919.02925223794,94.29827840711357,25.613969203200497,366677269701.416,29.7,67.0435560819078
AUT,2009,67301760.0,48098.337627371795,61.03760597816921,23.232072360108724,353527252121.64,31.3,67.0705895694924
AUT,2010,72000250.0,45362.18145584712,83.49737856829623,72.1728956964476,359922497999.326,31.1,67.1047429254747
AUT,2011,69891710.0,10593.765604675526,71.03515007123322,28.318974824024934,370459113959.145,31.6,67.1484255415056
AUT,2012,67260344.0,4398.703742883107,11.250313052663174,52.1313810820158,372786509411.403,34.4,67.2085909812279
AUT,2013,67758860.0,5938.122067493906,73.59204063739489,46.123708877844514,371851835129.742,34.6,67.2981308784247
AUT,2014,64158736.0,1892.8694569259367,27.509888155912442,56.368871938262714,374662287024.534,35.7,67.4154327591781
AUT,2015,66357780.0,5627.705077040491,63.91078469947063,80.17239202969554,379546097300.633,34.8,67.5576175537383
AUT,2016,67218740.0,34467.331897401484,34.09619736429885,79.41979120653845,387581921834.297,34.6,67.7218061923556
AUT,2017,69601480.0,4488.24377455122,99.76722632646592,46.08608574598877,396388751744.592,34.0,67.9051196052802
AUT,2018,66566510.0,16629.805884394304,26.355147949677782,11.229300058777865,406235924915.185,34.1,68.1046787227623
AUT,2019,67951230.0,42398.89023750327,27.913047077426967,44.115504457144255,413365268699.049,34.0,68.3176044750522
AUT,2020,62179828.0,2140.3248510554677,93.06722555623983,58.49548299393123,387247796560.501,35.8,68.5410177924001
AZE,2000,29765310.0,40908.95564685785,2.464440463632267,54.621180727844944,12110978466.342,2.1,51.1320838928223
AZE,2001,28415460.0,14810.883963896596,69.66889878731969,62.10688846401644,13309965318.2008,1.8,51.1584815979004
AZE,2002,28570334.0,6790.076553461156,72.53263907358782,22.32605859784668,14566281800.0274,2.4,51.2144165039062
AZE,2003,30487584.0,35140.12110284338,83.63785774103994,61.722807902458605,16053251457.6915,2.9,51.7257995605469
AZE,2004,32253040.0,31818.199492214317,97.44393106384753,24.612129499501776,17538787529.6067,3.1,52.2831993103027
AZE,2005,34193560.0,43996.12866282559,97.56019191566524,70.04191845573992,22442902288.4162,3.4,52.5028533935547
AZE,2006,34521828.0,37018.481146390404,6.527675756646389,37.1270090610144,30178120036.5547,2.9,52.6540145874023
AZE,2007,30036786.0,40370.56558885758,82.18393227529025,66.79163467051629,37862439845.1581,3.8,52.8281555175781
AZE,2008,33036510.0,14819.694055994018,64.63099336573814,13.829247912488567,41872616483.1256,3.1,53.063304901123
AZE,2009,29102576.0,9694.537645206417,64.73421343730912,42.62880204727307,45795872374.3607,3.3,53.1358125434574
AZE,2010,27549052.0,37780.122830402055,12.83499266146948,66.40276178106662,47988959988.6111,4.4,53.2848367714869
AZE,2011,30210230.0,40534.90222409594,65.01871664456533,28.14964130651953,47234094919.1645,3.5,53.5085461893249
AZE,2012,32770066.0,49534.75195803299,98.24825806012478,73.6229635837778,48274633178.2711,2.8,53.8076442276208
AZE,2013,33558890.0,21218.2661686599,91.1818569539447,60.462378648394555,51095520771.413,2.5,54.1821087431318
